index,Song,Artist,All Chords,Chords,Label,Link
1374,give-me-the-night,george-benson,"['Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Dbmaj7', 'Bbm7', 'Db/F', 'Db/Eb', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Dbmaj7', 'Bbm7', 'Db/F', 'Db/Eb', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Abm7', 'Gb', 'Ebm7', 'Db', 'Abm7', 'Gb', 'Ebm7', 'Db', 'Abm7', 'Gb', 'Ebm7', 'Db', 'Abm7', 'Gb', 'Emaj7', 'Db7', 'Emaj7', 'Db/F', 'Db/Eb', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Dbmaj7', 'Bbm7', 'Db/F', 'Db/Eb', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Abm7', 'Gb', 'Ebm7', 'Db', 'Abm7', 'Gb', 'Ebm7', 'Db', 'Abm7', 'Gb', 'Ebm7', 'Db', 'Abm7', 'Gb', 'Emaj7', 'Db7', 'Emaj7', 'Db/F', 'Db/Eb', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Dbmaj7', 'Bbm7', 'Db/F', 'Db/Eb', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7', 'Dbmaj7', 'Fm7', 'Bbm7', 'Cm7']","Dbmaj7,Fm7,Db/F,Abm7,Gb,Db,Cm7,Bbm7,Ebm7,Db7,Emaj7,Db/Eb",advanced,https://tabs.ultimate-guitar.com/tab/george-benson/give-me-the-night-chords-3021566
1375,lose-you-to-love-me,selena-gomez,"['D', 'G', 'Em', 'D', 'Bm', 'A', 'A', 'D/F#', 'D', 'Em', 'Bm', 'A', 'D', 'Em', 'Bm', 'A', 'D', 'Em', 'Bm', 'A', 'D', 'Em', 'Bm', 'A', 'D', 'Em', 'Bm', 'A', 'G', 'D', 'A', 'D/F#', 'G', 'D', 'A', 'G', 'D', 'A', 'D/F#', 'G', 'D', 'A', 'D', 'Em', 'Bm', 'D', 'Em', 'Bm', 'A', 'G', 'D', 'A', 'D/F#', 'G', 'D', 'A', 'G', 'D', 'A', 'D/F#', 'G', 'D', 'A', 'D', 'Em', 'Bm', 'A', 'D', 'Em', 'Bm', 'G', 'D', 'A', 'D/F#', 'G', 'D', 'A', 'G', 'D', 'A', 'D/F#', 'G', 'D', 'A', 'G', 'D']","Em,A,Bm,D/F#,D,G",novice,https://tabs.ultimate-guitar.com/tab/selena-gomez/lose-you-to-love-me-chords-2865605
1376,good-riddance-time-of-your-life,green-day,"['G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'D', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'G', 'Em', 'G', 'Em', 'D', 'G', 'G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'D', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'G', 'Em', 'G', 'Em', 'D', 'G', 'G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'G', 'Em', 'G', 'Em', 'D', 'G', 'G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D', 'Em', 'G', 'Em', 'G', 'Em', 'D', 'G', 'G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D']","Em,Cadd9,C,D,G",novice,https://tabs.ultimate-guitar.com/tab/green-day/good-riddance-time-of-your-life-chords-12835
1377,impossible,james-arthur,"['Em', 'G', 'D', 'C', 'C', 'D', 'Em', 'D', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'C', 'D', 'Em', 'Em', 'D', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'C', 'D', 'Em', 'D', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D', 'C', 'Em', 'G', 'D']","Em,C,D,G",novice,https://tabs.ultimate-guitar.com/tab/james-arthur/impossible-chords-1199944
1378,youre-the-first-the-last-my-everything,barry-white,"['F', 'F', 'Fmaj7', 'Dm7', 'Fmaj7', 'F7', 'Bb', 'Gm7', 'C', 'Am7', 'Dm', 'G7', 'Bbm', 'C7', 'F', 'Fmaj7', 'Dm7', 'Fmaj7', 'F7', 'Bb', 'Gm7', 'Bb', 'Bbm', 'F', 'D7', 'G7', 'C7', 'F', 'F', 'Fmaj7', 'Dm7', 'Fmaj7', 'F7', 'Bb', 'Gm7', 'C7', 'Am7', 'Dm', 'G7', 'Bbm', 'C7', 'F', 'Fmaj7', 'Dm7', 'Fmaj7', 'F7', 'Bb', 'Gm7', 'Bb', 'Bbm', 'F', 'D7', 'G7', 'C7', 'F', 'F', 'F', 'Fmaj7', 'Fmaj7', 'F', 'F', 'Bb', 'Bb', 'Bb', 'Bbm', 'F7', 'D7', 'G7', 'C7', 'F', 'Fmaj7', 'Dm7', 'Fmaj7', 'F7', 'Bb', 'Gm7', 'Bb', 'Bbm', 'F', 'D7', 'G7', 'C7', 'F']","F7,Dm7,C,Am7,D7,Dm,Bb,Gm7,Fmaj7,G7,C7,Bbm,F",advanced,https://tabs.ultimate-guitar.com/tab/barry-white/youre-the-first-the-last-my-everything-chords-951035
1379,crazy-train,ozzy-osbourne,"['F#m', 'A', 'E', 'F#m', 'D', 'E', 'F#m', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'F#m', 'D', 'F#m', 'D', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'D', 'E', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'F#m', 'D', 'F#m', 'D', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'D', 'E', 'F#m', 'A', 'E', 'F#m', 'D', 'E', 'F#m', 'A', 'E', 'F#m', 'D', 'E', 'F#m', 'D', 'Bm', 'F#m', 'F#m', 'D', 'E', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'A', 'E/A', 'D/A', 'A', 'F#m', 'D', 'F#m', 'D', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'A', 'E', 'F#m', 'D', 'E', 'F#m', 'A', 'E', 'F#m', 'D']","A,F#m,D/A,E,Bm,E/A,D",intermediate,https://tabs.ultimate-guitar.com/tab/ozzy-osbourne/crazy-train-chords-1243715
1380,the-middle,jimmy-eat-world,"['D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'A', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'D', 'A', 'G', 'D', 'D', 'A', 'G']","A,D,G",intermediate,https://tabs.ultimate-guitar.com/tab/jimmy-eat-world/the-middle-chords-872107
1381,nandemonaiya,radwimps,"['Em7', 'D', 'Cadd9', 'G', 'Em7', 'D', 'Cadd9', 'G', 'Em7', 'Dadd9', 'Cadd9', 'G', 'Em7', 'Dadd9', 'Cadd9', 'G', 'Em7', 'Dadd9', 'Cadd9', 'G', 'Em7', 'Dadd9', 'Cadd9', 'G', 'G/B', 'Cadd9', 'Dadd9', 'Em7', 'G/B', 'Cadd9', 'G', 'G/B', 'Cadd9', 'Dadd9', 'Em7', 'A7sus4', 'G/B', 'Cadd9', 'G', 'Cadd9', 'Dsus4', 'Em7', 'Cadd9', 'Dsus4', 'G', 'F', 'C#7b5', 'Cadd9', 'Dsus4', 'Em7', 'Cadd9', 'Dsus4', 'Cadd9', 'D', 'Em7', 'D/F#', 'G', 'G/B', 'Cadd9', 'Cadd9', 'D', 'Em7', 'D/F#', 'G', 'A7sus4', 'Cadd9', 'Em7', 'Dadd9', 'Cadd9', 'G', 'Em7', 'Dadd9', 'Cadd9', 'G', 'Em7', 'Dadd9', 'Cadd9', 'G', 'Em7', 'Dadd9', 'Cadd9', 'G', 'Em7', 'Dsus4', 'Cadd9', 'G', 'Em7', 'Dadd9', 'Cadd9', 'G', 'Em7', 'Dadd9', 'Cadd9', 'G', 'Em7', 'Dadd9', 'Cadd9', 'G', 'Em7', 'Dadd9', 'Cadd9', 'G', 'G/B', 'Cadd9', 'Dadd9', 'Em7', 'G/B', 'Cadd9', 'G', 'G/B', 'Cadd9', 'Dadd9', 'Em7', 'A7sus4', 'G/B', 'Cadd9', 'G', 'Cadd9', 'Dsus4', 'Em7', 'Cadd9', 'Dsus4', 'F', 'D', 'Asus4', 'A', 'G', 'D/F#', 'Em7', 'D', 'G', 'D/F#', 'Em7', 'D', 'G', 'D/F#', 'Em7', 'D', 'G', 'D/F#', 'Em7', 'Asus4', 'A', 'Gadd9', 'A', 'Bm7', 'A/C#', 'D', 'D/F#', 'Gadd9', 'Gadd9', 'A', 'Bm7', 'A/C#', 'D', 'E7sus4', 'Gadd9', 'C', 'D', 'Cadd9', 'D', 'Em7', 'Cadd9', 'D', 'G', 'F', 'C#7b5', 'Cadd9', 'D', 'Em7', 'Cadd9', 'C#add9', 'D#sus4', 'Fm7', 'C#add9', 'D#sus4', 'G#', 'F#', 'D7b5', 'C#add9', 'D#sus4', 'Fm7', 'C#add9', 'D#sus4', 'G#', 'F#', 'G#', 'C#add9', 'D#sus4', 'Fm7', 'C#add9', 'D#sus4', 'C#add9', 'D#', 'Fm7', 'D#/G', 'G#', 'A#7sus4', 'G#/C']","Dadd9,C,F#,A7sus4,C#7b5,G#/C,Gadd9,D#,D,G,Cadd9,D7b5,A/C#,D#sus4,G#,Dsus4,A,Fm7,Asus4,Bm7,C#add9,E7sus4,A#7sus4,Em7,G/B,D#/G,D/F#,F",intermediate,https://tabs.ultimate-guitar.com/tab/radwimps/nandemonaiya-chords-1895726
1382,i-dont-know-my-name,grace-vanderwaal,"['C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'F', 'G', 'Am', 'G', 'F', 'F', 'Am', 'Am', 'F', 'Am', 'G', 'F', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G', 'C', 'F', 'Am', 'G']","G,C,Am,F",novice,https://tabs.ultimate-guitar.com/tab/grace-vanderwaal/i-dont-know-my-name-chords-1853764
1383,even-if,mercyme,"['G', 'D', 'Em', 'D', 'C', 'G', 'D', 'Em', 'D', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'D', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'D', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'D']","Em,C,D,G",intermediate,https://tabs.ultimate-guitar.com/tab/mercyme/even-if-chords-1975529
1384,still,niall-horan,"['A6', 'Gmaj7', 'A6', 'Gmaj7', 'A6', 'Gmaj7', 'A6', 'Gmaj7', 'A6', 'Gmaj7', 'A6', 'Gmaj7', 'A6', 'Gmaj7', 'A6', 'Gmaj7', 'A6', 'Gmaj7', 'D', 'C#m', 'Bm', 'A', 'Gmaj7', 'D', 'C#m', 'Bm', 'A', 'Gmaj7', 'D', 'Gmaj7', 'A6', 'Gmaj7', 'D', 'Gmaj7', 'D', 'Gmaj7', 'D', 'Gmaj7', 'D', 'Gmaj7', 'D', 'Gmaj7', 'D', 'Gmaj7', 'A6', 'Gmaj7', 'D', 'Gmaj7', 'A6', 'Gmaj7', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'A', 'D', 'Gmaj7', 'A6', 'Gmaj7', 'D', 'Gmaj7', 'A6', 'Gmaj7']","A,Cadd9,Gmaj7,D,A6,Bm,C#m,G",intermediate,https://tabs.ultimate-guitar.com/tab/niall-horan/still-chords-3025415
1385,where-we-start,david-gilmour,"['Gmaj7', 'F#m', 'Gmaj7', 'F#m', 'Gmaj7', 'F#m', 'Fmaj7', 'Em', 'Fmaj7', 'Em', 'A', 'Amaj7', 'Gmaj7', 'F#m', 'A', 'Amaj7', 'Gmaj7', 'C', 'Cmaj7', 'A', 'Amaj7', 'Gmaj7', 'F#m', 'A', 'Amaj7', 'Gmaj7', 'C', 'Cmaj7', 'Bm', 'Gmaj7', 'F#m', 'D', 'Bm', 'Gmaj7', 'Fmaj7', 'Em', 'A', 'Amaj7', 'Gmaj7', 'F#m', 'A', 'Amaj7', 'Gmaj7', 'C', 'Cmaj7', 'Bm', 'Gmaj7', 'F#m', 'D', 'Bm', 'Gmaj7', 'Fmaj7', 'Em', 'Fmaj7', 'Em', 'A', 'Amaj7', 'Gmaj7', 'F#m', 'A', 'Amaj7', 'C', 'Cmaj7', 'Bm', 'Gmaj7', 'F#m', 'D', 'Bm', 'Gmaj7', 'Fmaj7', 'Em', 'Fmaj7', 'Em', 'A', 'Amaj7', 'Gmaj7', 'F#7', 'A', 'Amaj7', 'Gmaj7', 'C', 'Cmaj7', 'Bm', 'Gmaj7', 'F#m', 'D', 'Bm', 'Gmaj7', 'Fmaj7', 'Em', 'Fmaj7', 'Em', 'C#m', 'Amaj7', 'G#m', 'E', 'C#m', 'Amaj7', 'Gmaj7', 'F#m', 'Gmaj7', 'F#m', 'Gmaj7', 'F#m', 'Gmaj7', 'F#m', 'Gmaj7', 'F#m', 'Fmaj7', 'Em', 'A', 'Amaj7', 'C', 'Cmaj7', 'Bm', 'D', 'C#m', 'G#m']","Em,A,C,F#m,Cmaj7,F#7,Gmaj7,D,E,Fmaj7,Amaj7,Bm,G#m,C#m",advanced,https://tabs.ultimate-guitar.com/tab/david-gilmour/where-we-start-chords-522216
1386,delicate,taylor-swift,"['C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'Em', 'Am', 'G', 'Em', 'Am', 'G', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am', 'F', 'C', 'Dm', 'Am']","Em,C,Am,Dm,G,F",novice,https://tabs.ultimate-guitar.com/tab/taylor-swift/delicate-chords-2230835
1387,coco-un-poco-loco,misc-cartoons,"['G', 'D', 'C', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'G', 'C', 'D', 'G', 'C', 'D', 'G', 'D', 'C', 'D', 'G', 'D', 'E', 'A', 'D', 'E', 'A', 'E', 'D', 'E', 'A', 'A', 'D', 'E', 'A', 'A', 'D', 'E', 'A', 'A', 'D', 'E', 'A', 'A', 'D', 'E', 'A', 'A', 'D', 'E']","A,C,E,D,G",novice,https://tabs.ultimate-guitar.com/tab/misc-cartoons/coco-un-poco-loco-chords-2275021
1388,theres-a-kind-of-hush,hermans-hermits,"['C', 'E7', 'Am', 'C7', 'F', 'G7', 'C', 'G', 'G7', 'C', 'E7', 'Am', 'C7', 'F', 'G7', 'C', 'F', 'Dm', 'Am', 'Dm', 'G', 'C', 'G7', 'G', 'F', 'Dm', 'Am', 'Dm', 'G', 'G7', 'C', 'E7', 'Am', 'C7', 'F', 'G7', 'C', 'C', 'E7', 'Am', 'C7', 'F', 'G7', 'C', 'F', 'Dm', 'Am', 'Dm', 'G', 'C', 'G7', 'G', 'F', 'Dm', 'Am', 'Dm', 'G', 'G7', 'C', 'E7', 'Am', 'C7', 'F', 'G7', 'C', 'G7', 'C', 'G7']","C,Am,G,Dm,G7,C7,E7,F",intermediate,https://tabs.ultimate-guitar.com/tab/hermans-hermits/theres-a-kind-of-hush-chords-1054261
1389,tokyo-sunrise,lp,"['F#', 'D#m', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'B', 'F#', 'F#/C#', 'D#m', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'B', 'B', 'B', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'F#', 'F#/C#', 'D#m', 'D#m/F', 'B', 'B', 'B', 'F#', 'B', 'D#m', 'F#', 'B', 'D#m', 'F#', 'F#/C#', 'D#m']","F#,F#/C#,B,D#m,D#m/F",advanced,https://tabs.ultimate-guitar.com/tab/lp/tokyo-sunrise-chords-1249639
1390,wagon-wheel,darius-rucker,"['G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D', 'C', 'G', 'D', 'Em', 'C', 'G', 'D']","Em,C,D,G",novice,https://tabs.ultimate-guitar.com/tab/darius-rucker/wagon-wheel-chords-1215756
1391,forever-young,bob-dylan,"['D', 'D', 'F#m/C#', 'Em7/B', 'G', 'D', 'D', 'F#m/C#', 'Em7/B', 'A', 'D', 'A', 'Bm', 'D', 'A7', 'D', 'D', 'F#m/C#', 'Em7/B', 'G', 'D', 'D', 'F#m/C#', 'Em7/B', 'A', 'D', 'A', 'Bm', 'D', 'A7', 'D', 'D', 'F#m/C#', 'Em7/B', 'G', 'D', 'D', 'F#m/C#', 'Em7/B', 'A', 'D', 'A', 'Bm', 'D', 'A7', 'D', 'D', 'F#m/C#', 'Em7/B', 'G', 'D', 'D', 'F#m/C#', 'Em7/B', 'A', 'D', 'A', 'Bm', 'D', 'A', 'D']","F#m/C#,A,Em7/B,Bm,D,G,A7",intermediate,https://tabs.ultimate-guitar.com/tab/bob-dylan/forever-young-chords-14864
1392,listen-to-your-heart,roxette,"['Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'Em', 'Bm', 'G', 'A', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'Em', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'D', 'A', 'G', 'D', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'Em', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'D', 'A', 'G', 'D', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'Bm', 'G', 'A', 'Bm', 'D', 'A', 'G', 'D', 'Bm', 'G', 'A', 'E', 'C#m', 'B', 'A', 'B', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'F#', 'C#', 'B', 'F#', 'D#m', 'B', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'F#', 'C#', 'B', 'F#', 'D#m', 'B', 'C#', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'C#', 'D#m', 'B', 'C#', 'D#m', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#', 'C#', 'D#m', 'B', 'F#']","Em,A,F#,D,E,B,C#,D#m,Bm,G,C#m",novice,https://tabs.ultimate-guitar.com/tab/roxette/listen-to-your-heart-chords-82272
1393,julie-and-the-phantoms-flying-solo,misc-television,"['Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G', 'Dsus2', 'Am', 'C', 'G']","G,Dsus2,C,Am",novice,https://tabs.ultimate-guitar.com/tab/misc-television/julie-and-the-phantoms-flying-solo-chords-3334970
